datetime;cpu_usage
Fri Sep 24 2022 08:00:00 GMT+0300 (GMT+03:00);0.05802118400933169
Fri Sep 24 2022 09:00:00 GMT+0300 (GMT+03:00);0.04849190814511127
Fri Sep 24 2022 10:00:00 GMT+0300 (GMT+03:00);0.04493450189649593
Fri Sep 24 2022 11:00:00 GMT+0300 (GMT+03:00);0.04867648084466861
Fri Sep 24 2022 12:00:00 GMT+0300 (GMT+03:00);0.048778916206728244
Fri Sep 24 2022 13:00:00 GMT+0300 (GMT+03:00);0.1326467499288265
Fri Sep 24 2022 14:00:00 GMT+0300 (GMT+03:00);0.05379768111109214
Fri Sep 24 2022 15:00:00 GMT+0300 (GMT+03:00);0.051112452050696845
Fri Sep 24 2022 16:00:00 GMT+0300 (GMT+03:00);0.052764197930421995
Fri Sep 24 2022 17:00:00 GMT+0300 (GMT+03:00);0.0612189456070256
Fri Sep 24 2022 18:00:00 GMT+0300 (GMT+03:00);0.05000439706646526
Fri Sep 24 2022 19:00:00 GMT+0300 (GMT+03:00);0.050061687650417706
Fri Sep 24 2022 20:00:00 GMT+0300 (GMT+03:00);0.050284749769295235
Fri Sep 24 2022 21:00:00 GMT+0300 (GMT+03:00);0.05232139853068575
Fri Sep 24 2022 22:00:00 GMT+0300 (GMT+03:00);0.05949887977402089
Fri Sep 24 2022 23:00:00 GMT+0300 (GMT+03:00);0.05603859980409552
Sat Sep 25 2022 00:00:00 GMT+0300 (GMT+03:00);0.050503464121591395
Sat Sep 25 2022 01:00:00 GMT+0300 (GMT+03:00);0.05158034199020929
Sat Sep 25 2022 02:00:00 GMT+0300 (GMT+03:00);0.052170585775036464
Sat Sep 25 2022 03:00:00 GMT+0300 (GMT+03:00);0.0508144061926416
Sat Sep 25 2022 04:00:00 GMT+0300 (GMT+03:00);0.05126922172423088
Sat Sep 25 2022 05:00:00 GMT+0300 (GMT+03:00);0.05188751189633167
Sat Sep 25 2022 06:00:00 GMT+0300 (GMT+03:00);0.05997857464645575
Sat Sep 25 2022 07:00:00 GMT+0300 (GMT+03:00);0.044069729343431785
